,FIPS_County,Number_in_Poverty,Percent_in_Poverty,Median_Income,County_Name,population,year,Firms,Establishments,Employment,Payroll_$1000,Earnings by place of work,Employee and self-employed contributions for government social insurance,Employer contributions for employee pension and insurance funds 8,Employer contributions for government social insurance,Equals: Net earnings by place of residence,Farm income 2,Farm proprietors' income,Less: Contributions for government social insurance 5,Nonfarm personal income 1,Nonfarm proprietors' income,Per capita personal income (dollars) 4,Personal income (thousands of dollars),Plus: Adjustment for residence 6,"Plus: Dividends, interest, and rent 7",Plus: Personal current transfer receipts,Population (persons) 3,Proprietors employment,Proprietors' income 9,Supplements to wages and salaries,Total employment,Wage and salary employment,Wages and salaries
955,21,749,13.4,49023,bland county,5590,2019,66,71,1246,69257,138487,10278,22522,14820,120812,258,-91,17688,232125,8699,36933,232383,13,35741,75830,6292,668,8608,29932,2821,2153,99947
956,23,1895,5.7,74178,botetourt county,33246,2019,707,750,10717,490206,731961,54930,86862,78130,1036106,-2306,-3588,93995,1711398,56513,51018,1709092,398140,319912,353074,33500,4283,52925,125927,16612,12329,553109
957,25,2935,20.9,43835,brunswick county,14043,2019,232,245,2247,84015,198299,17557,29509,21816,255914,-792,-2600,28465,535511,8072,33056,534719,86080,81478,197327,16176,1360,5472,40417,5364,4004,152410
958,27,4332,21.7,36881,buchanan county,19963,2019,346,373,5090,251410,495288,39893,62281,51070,367404,-296,-351,65428,773354,47883,36758,773058,-62456,87464,318190,21031,1106,47532,87816,8084,6978,359940
959,29,2516,16.8,47202,buckingham county,14976,2019,240,252,1748,66617,213881,17509,32501,21530,284436,2029,925,28274,519497,20267,30438,521526,98829,74072,163018,17134,1553,21192,43266,5158,3605,149423
960,31,5845,10.8,48984,campbell county,54120,2019,1066,1162,17184,831070,4670118,302204,531780,522744,2788659,57,-1971,563576,5169824,209356,37702,5169881,-1317883,891779,1489443,137124,13302,207385,793152,90810,77508,3669581
961,33,2883,9.6,64647,caroline county,30031,2019,360,386,4091,151407,385963,30089,58319,40376,847477,2353,502,50277,1341030,33655,43694,1343383,511791,219950,275956,30745,3090,34157,78507,9712,6622,273299
962,35,4110,13.9,45698,carroll county,29568,2019,388,409,4077,113565,601741,49830,80197,64844,648234,648,-1446,82252,1291416,54536,35549,1292064,128745,182962,460868,36346,3657,53090,112619,16386,12729,436032
963,36,870,12.5,56465,charles city county,6960,2019,151,156,1609,74129,122030,9676,14366,12454,181328,4558,3364,15903,328231,9561,47753,332789,75201,70563,80898,6969,758,12925,20593,2587,1829,88512
964,37,2257,19.3,43001,charlotte county,11694,2019,196,213,1897,57896,163439,14467,24165,16738,205157,-831,-2572,22836,423473,18742,35669,422642,64554,72017,145468,11849,1615,16170,32534,4766,3151,114735
965,41,22943,6.6,81641,chesterfield county,347621,2019,6374,7579,118013,5264703,10066532,650937,1133676,1062236,13109606,2177,1280,1182055,19455611,876338,55063,19457788,4225129,3438154,2910028,353376,45044,877618,1664794,193488,148444,7524120
966,43,911,6.3,85567,clarke county,14460,2019,360,365,2793,125420,303632,22004,30811,28680,606319,2828,-1001,36344,969580,58243,66713,972408,339031,234620,131469,14576,2606,57242,45151,6973,4367,201239
967,45,572,11.2,53319,craig county,5107,2019,66,66,378,11490,45137,4865,6589,4202,107791,-1451,-1956,6966,200429,7876,38810,198978,69620,35685,55502,5127,642,5920,8690,1452,810,30527
968,47,4709,9.2,79739,culpeper county,51185,2019,970,1031,13167,577456,1169965,79429,133658,115120,1645902,3341,-2054,136989,2494940,183565,47386,2498281,612926,414541,437838,52722,6562,181511,191218,23843,17281,797236
969,49,1371,13.8,52005,cumberland county,9935,2019,128,136,771,24031,86337,8128,11270,7314,219094,6230,5192,11785,374119,15992,38161,380349,144542,52260,108995,9967,1028,21184,14927,2404,1376,50226
970,51,3330,24.2,37161,dickenson county,13760,2019,178,193,1972,66097,209001,19685,31731,21944,205200,-354,-421,30657,479579,9635,33524,479225,26856,54857,219168,14295,703,9214,42703,4475,3772,157084
971,53,2982,10.7,58474,dinwiddie county,27869,2019,338,359,5814,260199,1856197,129819,238657,210662,1650933,-2502,-3632,235150,3112517,65660,40661,3110015,29886,477328,981754,76486,6963,62028,343988,41676,34713,1450181
972,57,1747,16.2,53538,essex county,10784,2019,271,287,3310,102342,192916,15735,24431,20744,238063,-3699,-4518,26107,471169,18773,42746,467470,71254,97329,132078,10936,1289,14255,34803,5178,3889,143858
973,59,68543,6.0,127898,fairfax county,1142383,2019,25751,31619,656234,55389346,86066941,5166567,7675958,8914642,71279737,14822,12854,9623888,102379618,6387410,86031,102394440,-5163316,24048682,7066021,1190204,189384,6400264,12133279,935200,745816,67533398
974,61,4310,6.1,103827,fauquier county,70656,2019,1811,1912,19330,956134,1921075,125435,197482,177416,3380659,11507,97,214143,5116670,348058,71927,5128177,1673727,1189989,557529,71297,12218,348155,286190,36841,24623,1286730
975,63,1783,11.4,52277,floyd county,15640,2019,317,323,2601,76528,186821,17322,23033,18394,345484,-1201,-4552,26519,621266,33726,39255,620065,185182,107035,167546,15796,2560,29174,32230,6400,3840,125417
976,65,1883,7.3,75089,fluvanna county,25795,2019,385,396,2787,104063,321422,27505,40718,29124,752406,-975,-1511,42067,1246102,60048,45666,1245127,473051,252520,240201,27266,3196,58537,55280,7873,4677,207605
977,67,6315,11.5,61878,franklin county,54913,2019,1084,1164,13069,401360,876246,72881,105317,88204,1256632,1186,-3344,116983,2351037,125793,41866,2352223,497369,494303,601288,56185,6595,122449,149419,22879,16284,604378
978,69,5731,6.5,83672,frederick county,88169,2019,1395,1552,26243,1198690,4299769,271097,496876,447390,4056851,-5606,-9640,494792,6105645,447038,51907,6100039,251874,1075441,967747,117519,14139,437398,720571,76886,62747,3141800
979,71,1890,11.4,53111,giles county,16579,2019,259,286,3464,145338,290150,23572,40730,30300,380791,-746,-1231,38722,675977,23773,40450,675231,129363,96446,197994,16693,1614,22542,55880,6521,4907,211728
980,73,3194,8.6,71715,gloucester county,37140,2019,798,862,7580,233066,555980,44535,73089,55916,1144670,1419,798,72493,1882903,62794,50250,1884322,661183,357020,382632,37499,3844,63592,101047,14212,10368,391341
981,75,1420,6.2,100444,goochland county,22903,2019,654,693,18668,2392241,2395438,146525,180627,228208,1440807,-2301,-3852,260629,2494253,193746,104052,2491952,-694002,808089,243056,23949,4723,189894,294731,23430,18707,1910813
982,77,2719,18.8,41312,grayson county,14463,2019,152,158,1403,42794,151162,16977,26083,16058,236965,-12549,-14128,25006,511870,21341,32061,499321,110809,78208,184148,15574,1966,7213,34112,5514,3548,109837
983,79,1482,7.6,73345,greene county,19500,2019,343,349,2735,94075,257758,20545,27173,22644,587744,881,-17,31867,915063,61687,46025,915944,361853,153769,174431,19901,2405,61670,38495,6527,4122,157593
984,81,1929,24.5,47315,greensville county,7873,2019,94,99,2215,79531,421851,28557,62323,46496,286421,4724,3809,51805,537703,5801,32485,542427,-83625,68696,187310,16698,1195,9610,85571,9252,8057,326670
985,83,5655,17.1,42619,halifax county,33070,2019,617,680,9883,366759,703259,54245,98567,75702,634012,-378,-3664,92096,1264445,49861,37140,1264067,22849,200627,429428,34035,3212,46197,136418,16289,13077,520644
986,85,5393,5.1,90824,hanover county,105745,2019,2988,3239,49245,2091410,3751465,241452,374746,384238,4545257,11958,5233,433571,6670373,452086,62141,6682331,1227363,1228771,908303,107535,15179,457319,566865,73913,58734,2727281
987,87,28486,8.7,68975,henrico county,327425,2019,7656,9485,187061,10413216,18779549,1135068,1555376,1688924,15750443,1721,685,1979530,22473581,4095433,67592,22475302,-1049576,4032916,2691943,332513,47548,4096118,2399838,256481,208933,12283593
988,89,7277,14.6,41908,henry county,49842,2019,697,798,11033,381426,1310069,103418,172207,139780,1195201,9901,9192,173308,2465140,98049,39183,2475041,58440,398799,881041,63167,4709,107241,242097,31483,26774,960731
989,91,271,12.4,45917,highland county,2185,2019,86,88,370,10421,31463,2823,4323,2508,32429,4225,3599,4077,91922,4080,44185,96147,5043,35985,27733,2176,649,7679,5577,1204,555,18207
990,93,3351,9.1,78749,isle of wight county,36824,2019,649,704,9975,508409,710178,52627,79738,75320,1364882,11177,9595,90287,2080619,45769,55930,2091796,744991,345582,381332,37400,4227,55364,117398,15662,11435,537416
991,95,4366,5.8,92773,james city county,75276,2019,1573,1736,28207,1102415,2736840,188229,328421,290122,3209866,-3417,-4007,333290,5990310,235025,65176,5986893,806316,1782748,994279,91857,11830,231018,473482,58761,46931,2032340
992,97,820,11.7,54185,king and queen county,7009,2019,113,117,634,25188,1509430,83437,277093,170334,1013153,300,-121,168604,1487910,82079,55158,1488210,-327673,279401,195656,26981,2478,81958,362260,15892,13414,1065212
993,99,1553,5.9,85657,king george county,26322,2019,414,488,5469,299438,278696,21172,31332,29210,541457,-334,-927,35777,825855,28950,48001,825521,298538,129256,154808,17198,1882,28023,45937,6305,4423,204736
994,101,1179,6.9,73035,king william county,17087,2019,344,358,3501,170284,74308,7029,9270,7110,185904,1361,425,10584,311081,12206,44565,312442,122180,49456,77082,7011,730,12631,12825,1906,1176,48852
995,103,1383,13.3,55072,lancaster county,10398,2019,416,436,4004,153401,278641,22778,30680,27430,233776,511,145,36493,643375,39393,60635,643886,-8372,246210,163900,10619,1931,39538,44395,6996,5065,194708
996,105,5939,27.1,35878,lee county,21915,2019,222,252,2386,69610,240052,24190,43395,24906,308684,-5621,-6478,36643,704859,24700,29704,699238,105275,88000,302554,23540,2242,18222,55848,6871,4629,165982
997,107,12909,3.1,151806,loudoun county,416419,2019,9784,11028,168351,10312852,17256444,1015671,1670915,1749314,26539255,9216,-2137,1890328,33402363,1588533,80535,33411579,11173139,5068759,1803565,414872,63185,1586396,2545572,254097,190912,13124476
998,109,3559,9.5,64135,louisa county,37463,2019,581,621,7582,371804,758588,54422,98762,77026,976635,397,-956,92935,1634283,82489,43618,1634680,310982,298721,359324,37477,4443,81533,137275,14882,10439,539780
999,111,2140,19.2,44860,lunenburg county,11146,2019,152,159,1747,56322,143073,13028,22044,14924,190458,-2189,-4015,20490,405130,10643,32890,402941,67875,76028,136455,12251,1184,6628,29506,4002,2818,106939
